Number,Class,Owner,Operator,PoolCode,Livery,Depot,Formation,Name,PreservedAt,StoredAt,YearBuilt,WorksNumber
317346,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77045 62706 71622 77093,,,,1982,
317347,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77046 62707 71623 77094,,,,1982,
317348,317,Angel Trains,Abellio Greater Anglia,,White & grey with light blue doors,Ilford Car Sheds (IL),77047 62708 71624 77095,Richard A Jenner,,,1982,
317501,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77024 62661 71577 77048,,,,1981,
317502,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77001 62662 71578 77049,,,,1981,
317503,317,Angel Trains,Angel Trains,,,,77002 62663 71579 77063,,,,1981,
317504,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77003 62664 71580 77051,,,,1981,
317505,317,Angel Trains,Angel Trains,,AGA white & grey with red doors,,77004 62665 71581 77052,,,Ely - Papworth Sidings,1981,
317506,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77005 62666 71582 77053,,,,1981,
317507,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77006 62667 71583 77054,University of Cambridge 800 Years 1209-2009,,,1981,
317508,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77010 62697 71587 77058,,,,1981,
317509,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,,77011 62672 71588 77059,,,Parkeston Quay,1981,
317510,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77012 62673 71589 77060,,,,1981,
317511,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77014 62675 71591 77062,,,,1981,
317512,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77015 62676 71592 77050,,,,1981,
317513,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77016 62677 71593 77064,,,,1981,
317514,317,Angel Trains,Angel Trains,,AGA white & grey with red doors,,77017 62678 71594 77065,,,Eastleigh Works (ZG),1981,
317515,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77019 62680 71596 77067,,,,1981,
317649,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,,77200 62846 71734 77220,,,Parkeston Quay,1985,
317650,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77201 62847 71735 77221,,,,1985,
317651,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,,77202 62848 71736 77222,,,Parkeston Quay,1985,
317652,317,Angel Trains,Abellio Greater Anglia,,AGA white with red doors,Ilford Car Sheds (IL),77203 62849 71739 77223,,,,1985,
317653,317,Angel Trains,Angel Trains,,AGA white & grey with red doors,,77204 62850 71738 77224,,,Eastleigh Works (ZG),1985,
317654,317,Angel Trains,Abellio Greater Anglia,,AGA white with red doors,,77205 62851 71737 77225,Richard Wells,,Parkeston Quay,1985,
317655,317,Angel Trains,Angel Trains,,AGA white & grey with red doors,,77206 62852 71740 77226,,,Eastleigh Works (ZG),1985,
317656,317,Angel Trains,Angel Trains,,,,77207 62853 71742 77227,,,,1986,
317657,317,Angel Trains,Angel Trains,,AGA white with dark blue doors,,77208 62854 71741 77228,,,Ely - Papworth Sidings,1986,
317658,317,Angel Trains,Abellio Greater Anglia,,AGA white with red doors,Ilford Car Sheds (IL),77209 62855 71743 77229,,,,1986,
317659,317,Angel Trains,Angel Trains,,AGA white & grey with red doors,,77210 62856 71744 77230,,,Ely - Papworth Sidings,,
317660,317,Angel Trains,Angel Trains,,AGA white & grey with red doors,,77211 62857 71745 77231,,,Ely - Papworth Sidings,1986,
317661,317,Angel Trains,Angel Trains,,,,77212 62859 71746 77232,,,,1986,
317662,317,Angel Trains,Angel Trains,,AGA white & grey with red doors,,77213 62858 71747 77233,,,Ely - Potter Logistics,1986,
317663,317,Angel Trains,Angel Trains,,AGA white & grey with red doors,,77214 62860 71748 77234,,,Ely - Potter Logistics,1986,
317664,317,Angel Trains,Angel Trains,,,,77215 62861 71749 77235,,,,1986,
317665,317,Angel Trains,Angel Trains,,AGA white & grey with red doors,,77216 62862 71750 77236,,,Ely - Papworth Sidings,1986,
317666,317,Angel Trains,Angel Trains,,AGA white with red doors,,77217 62863 71752 77237,,,Eastleigh Works (ZG),1986,
317667,317,Angel Trains,Angel Trains,,AGA white with red doors,,77218 62864 71751 77238,,,Ely - Papworth Sidings,1986,
317668,317,Angel Trains,Angel Trains,,AGA white with red doors,,77219 62865 71753 77239,,,Ely - Papworth Sidings,1986,
317669,317,Angel Trains,Angel Trains,,AGA white with dark blue doors,,77280 62886 71762 77284,,,Ely - Potter Logistics,1987,
317670,317,Angel Trains,Angel Trains,,AGA white with red doors,,77281 62887 71763 77285,,,Ely - Papworth Sidings,1987,
317671,317,Angel Trains,Angel Trains,,AGA white with dark blue doors,,77282 62888 71764 77286,,,Ely - Papworth Sidings,1987,
317672,317,Angel Trains,Angel Trains,,AGA white with red doors,,77283 62889 71765 77287,,,Ely - Papworth Sidings,1987,
317708,317,Angel Trains,Abellio Greater Anglia,,"LO white, grey, orange & blue",,77007 62668 71584 77055,,,Ilford Car Sheds (IL),1981,
317709,317,Angel Trains,Abellio Greater Anglia,,"LO white, grey, orange & blue",Ilford Car Sheds (IL),77008 62669 72585 77056,,,,1981,
317710,317,Angel Trains,Abellio Greater Anglia,,"LO white, grey, orange & blue",Ilford Car Sheds (IL),77009 62670 71586 77057,,,,1981,
317714,317,Angel Trains,Abellio Greater Anglia,,"LO white, grey, orange & blue",Ilford Car Sheds (IL),77013 62674 71590 77061,,,,1981,
317719,317,Angel Trains,Abellio Greater Anglia,,"LO white, grey, orange & blue",Ilford Car Sheds (IL),77018 62679 71595 77066,,,,1981,
317722,317,Angel Trains,Angel Trains,,AGA white with dark blue doors,,77021 62682 71598 77069,,,Ely - Papworth Sidings,1981,
317723,317,Angel Trains,Abellio Greater Anglia,,"LO white, grey, orange & blue",Ilford Car Sheds (IL),77022 62683 71599 77070,Ilford Depot,,,1981,
317729,317,Angel Trains,Abellio Greater Anglia,,"LO white, grey, orange & blue",Ilford Car Sheds (IL),77028 62689 71605 77076,,,,1982,
317732,317,Angel Trains,Abellio Greater Anglia,,"LO white, grey, orange & blue",,77031 62692 71608 77079,,,Ilford Car Sheds (IL),1982,
317881,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77020 62681 71597 77068,,,,,
317882,317,Angel Trains,Abellio Greater Anglia,,AGA white with red doors,Ilford Car Sheds (IL),77023 62684 71600 77071,,,,1982,
317883,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77000 62685 71601 77072,,,,1982,
317884,317,Angel Trains,Abellio Greater Anglia,,AGA white with red doors,Ilford Car Sheds (IL),77025 62686 71602 77073,,,,1982,
317885,317,Angel Trains,Abellio Greater Anglia,,AGA white & grey with red doors,Ilford Car Sheds (IL),77026 62687 71603 77074,,,,1982,
317886,317,Angel Trains,Abellio Greater Anglia,,AGA white with dark blue doors,Ilford Car Sheds (IL),77027 62688 71604 77075,,,,1982,
317887,317,Angel Trains,Angel Trains,,"LO white, grey, orange & blue",,77043 62704 71606 77077,,,Ely - Papworth Sidings,1982,
317888,317,Angel Trains,Angel Trains,,"LO white, grey, orange & blue",,77030 62691 71607 77078,,,Ely - Potter Logistics,1982,
317889,317,Angel Trains,Angel Trains,,"LO white, grey, orange & blue",,77032 62693 71609 77080,,,Ely - Potter Logistics,1982,
317890,317,Angel Trains,Angel Trains,,"LO white, grey, orange & blue",,77033 62694 71610 77081,,,Wembley Yard,1982,
317891,317,Angel Trains,Angel Trains,,"LO white, grey, orange & blue",,77034 62695 71611 77082,,,Ely - Potter Logistics,1982,
317892,317,Angel Trains,Angel Trains,,"LO white, grey, orange & blue",,77035 62696 71612 77083,Ilford Depot,,Ely - Potter Logistics,1982,
318250,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77240 62866 77260,,,,,
318251,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77241 62867 77261,,,,,
318252,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77242 62868 77262,,,,,
318253,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77243 62869 77263,,,,,
318254,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77244 62870 77264,,,,,
318255,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77245 62871 77265,,,,,
318256,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77246 62872 77266,,,,,
318257,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77247 62873 77267,,,,,
318258,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77248 62874 77268,,,,,
318259,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77249 62875 77269,,,,,
318260,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77250 62876 77270,,,,,
318261,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77251 62877 77271,,,,,
318262,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77252 62878 77272,,,,,
318263,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77253 62879 77273,,,,,
318264,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77254 62880 77274,,,,,
318265,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77255 62881 77275,,,,,
318266,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77256 62882 77276,,,,,
318267,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77257 62883 77277,,,,,
318268,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77258 62884 77278,,,,,
318269,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77259 62885 77279,,,,,
318270,318,Eversholt Rail,ScotRail,,ScotRail Saltire blue,Glasgow Shields Road TMD (GW),77288 62890 77289,,,,,
319004,319,,,,,,77297 62894 71775 77296,,,,,
319005,319,,London Northwestern Railway (WMT),,White with blue doors,Northampton Kings Heath Siemens Depot (NN),77299 62895 71776 77298,,,,1987,
319009,319,,Porterbrook,,White with blue doors,,77307 62899 71780 77306,,,Eastleigh Works (ZG),,
319010,319,,Porterbrook,,White with blue doors,,77309 62900 71781 77308,,,,,
319011,319,,Porterbrook,,White with blue doors,,77311 62901 71782 77310,,,Eastleigh Works (ZG),,
319012,319,,London Northwestern Railway (WMT),,White with blue doors,Northampton Kings Heath Siemens Depot (NN),77313 62902 71783 77312,,,,,
319013,319,,London Northwestern Railway (WMT),,"LM green, black & white",Northampton Kings Heath Siemens Depot (NN),77315 62903 71784 77314,,,,,
319214,319,,London Northwestern Railway (WMT),,White with blue doors,Northampton Kings Heath Siemens Depot (NN),77317 62904 71785 77316,,,,,
319215,319,,London Northwestern Railway (WMT),,White with blue doors,Northampton Kings Heath Siemens Depot (NN),77319 62905 71786 77318,,,,,
319216,319,,London Northwestern Railway (WMT),,"LM green, black & white",Northampton Kings Heath Siemens Depot (NN),77321 62906 71787 77320,,,,,
319217,319,,London Northwestern Railway (WMT),,White with blue doors,Northampton Kings Heath Siemens Depot (NN),77323 62907 71788 77322,,,,,
319218,319,,London Northwestern Railway (WMT),,White with blue doors,Northampton Kings Heath Siemens Depot (NN),77325 62908 71789 77324,,,,,
319219,319,,London Northwestern Railway (WMT),,White with blue doors,Northampton Kings Heath Siemens Depot (NN),77327 62909 71790 77326,,,,,
319220,319,,London Northwestern Railway (WMT),,White with blue doors,Northampton Kings Heath Siemens Depot (NN),77329 62910 71791 77328,,,,,
319361,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77459 63043 71929 77458,,,,,
319362,319,,Porterbrook,,Arriva Northern white & blue,,77461 63044 71930 77460,,,Long Marston (LM),,
319363,319,,Porterbrook,,Arriva Northern white & blue,,77463 63045 71931 77462,,,Long Marston (LM),,
319364,319,,Porterbrook,,Arriva Northern white & blue,,77465 63046 71932 77464,,,Long Marston (LM),,
319365,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77467 63047 71933 77466,,,,,
319366,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77469 63048 71934 77468,,,,,
319367,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77471 63049 71935 77470,,,,,
319368,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77473 63050 71936 77472,,,,,
319369,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77475 63051 71937 77474,,,,,
319370,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77477 63052 71938 77476,,,,,
319371,319,,Porterbrook,,Arriva Northern white & blue,,77479 63053 71939 77478,,,Long Marston (LM),,
319372,319,,Northern,,White with blue doors,Allerton TMD (AN),77481 63054 71940 77480,,,,,
319373,319,,Orion Logistics,,Orion Rail Logistics,,77483 63055 71941 77482,,,Eastleigh Works (ZG),,
319374,319,,Porterbrook,,Arriva Northern white & blue,,77485 63056 71942 77484,,,Long Marston (LM),,
319375,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77487 63057 71943 77486,,,,,
319376,319,,Porterbrook,,Arriva Northern white & blue,,77489 63058 71944 77488,,,Long Marston (LM),,
319377,319,,Porterbrook,,Arriva Northern white & blue,,77491 63059 71945 77490,,,,,
319378,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77493 63060 71946 77492,,,,,
319379,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77495 63061 71947 77494,,,,,
319380,319,,London Northwestern Railway (WMT),,Arriva Northern white & blue,,77497 63062 71948 77496,,,,,
319381,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77973 63093 71979 77974,,,,,
319382,319,,Porterbrook,,Arriva Northern white & blue,,77975 63094 71980 77976,,,Wolverton Works (ZN),,
319383,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77977 63095 71981 77978,,,,,
319384,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77979 63096 71982 77980,,,,,
319385,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77981 63097 71983 77982,,,,,
319386,319,,Northern,,Arriva Northern white & blue,Allerton TMD (AN),77983 63098 71984 77984,,,,1991,
319422,319,,Porterbrook,,White with blue doors,,77333 62912 71793 77332,,,Wolverton Works (ZN),,
319425,319,,Porterbrook,,GWR green with silver doors,,77339 62915 71796 77338,,,Loughborough - Brush Works (LB),,
769000,319,,Porterbrook,,"Arriva Northern white & blue, with Porterbrook Flex branding",,77341 62916 71797 77340,,,Wolverton Works (ZN),,
319427,319,,Porterbrook,,GWR green with silver doors,,77343 62917 71798 77342,,,Loughborough - Brush Works (LB),,
319428,319,,Porterbrook,,GWR green with silver doors,,77345 62918 71799 77344,,,Loughborough - Brush Works (LB),,
319429,319,,London Northwestern Railway (WMT),,"LM green, black & white",Northampton Kings Heath Siemens Depot (NN),77347 62919 71800 77346,,,,,
319432,319,,Porterbrook,,White with blue doors,,77353 62922 71803 77352,,,Wolverton Works (ZN),,
319433,319,,London Northwestern Railway (WMT),,"LM green, black & white",Northampton Kings Heath Siemens Depot (NN),77355 62923 71804 77354,,,,,
319435,319,,Porterbrook,,White with blue doors,,77359 62925 71806 77358,,,Wolverton Works (ZN),,
319437,319,,Porterbrook,,GWR green with silver doors,,77363 62927 71808 77362,,,Wolverton Works (ZN),,
319438,319,,Porterbrook,,GWR green with silver doors,,77365 62928 71809 77364,,,Loughborough - Brush Works (LB),,
319439,319,,Great Western Railway,,White with blue doors,,77367 62929 71810 77366,,,Loughborough - Brush Works (LB),,
319440,319,,Great Western Railway,,White with blue doors,,77369 62930 71811 77368,,,Wolverton Works (ZN),,
319441,319,,London Northwestern Railway (WMT),,"LM green, black & white",Northampton Kings Heath Siemens Depot (NN),77371 62931 71812 77370,,,,,
319447,319,,Porterbrook,,White with blue doors,,77431 62961 71866 77430,,,Wolverton Works (ZN),,
319449,319,,Great Western Railway,,White with blue doors,?,77435 62963 71868 77434,,,,,
319451,319,,Porterbrook,,FCC with Thameslink,,77439 62965 71870 77438,,,Long Marston (LM),,
319453,319,,Porterbrook,,FCC,,77443 62967 71872 77442,,,Long Marston (LM),,
319454,319,,Porterbrook,,Porterbrook Innovation Hub blue & white,,77445 62968 71873 77444,,,Long Marston (LM),,
319455,319,,Porterbrook,,White with blue doors,,77447 62969 71874 77446,,,Long Marston (LM),,
319457,319,,London Northwestern Railway (WMT),,"LM green, black & white",Northampton Kings Heath Siemens Depot (NN),77451 62971 71876 77450,,,,,
319459,319,,Porterbrook,,GWR green with silver doors,,77455 62973 71878 77454,,,Loughborough - Brush Works (LB),,
319460,319,,London Northwestern Railway (WMT),,"LM green, black & white",Northampton Kings Heath Siemens Depot (NN),77457 62974 71879 77456,,,,,
31001,31,,,,,,,,,,1957,Brush 72
31003,31,,,,,,,,,,1958,Brush 74
31004,31,,,,,,,,,,,
31005,31,,,,,,,,,,1958,
31006,31,,,,,,,,,,,
31007,31,,,,,,,,,,,
31009,31,,,,,,,,,,,
31010,31,,,,,,,,,,,
31011,31,,,,,,,,,,,
31012,31,,,,,,,,,,,
31015,31,,,,,,,,,,,
31016,31,,,,,,,,,,,
31017,31,,,,,,,,,,,
31018,31,,National Railway Museum,MBDL,BR Blue,,,,NRM York,,1957,71
31019,31,,,,,,,,,,,
5518,31,,Avon Valley Railway,,BR Blue,,,,Avon Valley Railway,,1958,89
31102,31,,,,,,,,,,1959,
31103,31,,,,,,,,,,,
31105,31,,Mangapps Railway Museum,QADD,Yellow,,,,Mangapps Railway Museum,,1959,122
31106,31,Hanson & Hall Rail Services Solutions,Hanson & Hall Rail Services Solutions,RVLO,BR Blue,East Lancashire Railway,,Spalding Town,,,1959,123
31107,31,,,,,,,,,,,
31108,31,A1A Locomotives Ltd,The Midland Railway - Butterley,MBDL,BR Railfreight grey with yellow cabs and large logo,,,,Midland Railway Centre,,1959,125
31109,31,,,,,,,,,,1959,
31110,31,,,,,,,,,,,
31111,31,,,,,,,,,,,
31112,31,,,,,,,,,,1959,
31113,31,,,,,,,,,,,
31116,31,,,,,,,,,,,
31117,31,,,,,,,,,,,
31118,31,,,,,,,,,,,
31119,31,,Embsay and Bolton Abbey Steam Railway,,BR Blue,,,,Embsay & Bolton Abbey Railway,,1959,136
31120,31,,,,,,,,,,,
31121,31,,,,,,,,,,,
31122,31,,,,,,,,,,,
31123,31,,,,,,,,,,,
31124,31,,,,,,,,,,1959,
31125,31,,,,,,,,,,,
31126,31,,,,,,,,,,,
31127,31,,,,,,,,,,,
31128,31,,Nemesis Rail,NRLO,BR Blue,Burton-on-Trent - Nemesis Rail (BO),,CHARYBDIS,,,1959,145
31130,31,,Avon Valley Railway,,Railfreight grey with yellow cabs,,,,Avon Valley Railway,,1959,147
31131,31,,,,,,,,,,1959,
31132,31,,,,,,,,,,,
31134,31,,,,,,,,,,,
31135,31,,,,,,,,,,,
31136,31,,,,,,,,,,,
31138,31,,,,,,,,,,,
31141,31,,,,,,,,,,,
31142,31,,,,,,,,,,,
31143,31,,,,,,,,,,,
31144,31,,,,,,,,,,,
31145,31,,,,,,,,,,,
31146,31,,,,,,,,,,,
31147,31,,,,,,,,,,,
31149,31,,,,,,,,,,,
31150,31,,,,,,,,,,,
31152,31,,,,,,,,,,1959,
31154,31,,,,,,,,,,1959,
31155,31,,,,,,,,,,,
31156,31,,,,,,,,,,,
31158,31,,,,,,,,,,,
31159,31,,,,,,,,,,,
31160,31,,,,,,,,,,1960,
5580,31,A1A Locomotives Ltd,Great Central Railway (Nottingham),MBDL,BR Blue,,,,Midland Railway Centre,,1960,180
97205,31,,Chinnor & Princes Risborough Railway,MBDL,"RTC red, white & grey",,,,Chinnor & Princes Risborough Railway,,1960,181
31164,31,,,,,,,,,,1960,
31165,31,,,,,,,,,,,
31166,31,,,,,,,,,,1960,
31167,31,,,,,,,,,,,
31168,31,,,,,,,,,,,
31170,31,,,,,,,,,,,
31171,31,,,,,,,,,,,
31173,31,,,,,,,,,,,
31174,31,,,,,,,,,,1960,
31175,31,,,,,,,,,,,
31176,31,,,,,,,,,,1960,
31178,31,,,,,,,,,,,
31180,31,,,,,,,,,,,
31181,31,,,,,,,,,,,
31183,31,,,,,,,,,,,
31184,31,,,,,,,,,,,
31185,31,,,,,,,,,,,
31187,31,,,,,,,,,,,
31188,31,,,,,,,,,,,
31189,31,,,,,,,,,,,
31190,31,RMS Locotec,Weardale Railway,HTLX,Golden Ochre with white stripes,,,,Weardale Railway,,1960,213
31192,31,,,,,,,,,,,
31195,31,,,,,,,,,,,
31196,31,,,,,,,,,,,
31198,31,,,,,,,,,,,
31199,31,,,,,,,,,,,
31200,31,,,,,,,,,,1960,
31201,31,,,,,,,,,,,
31202,31,,,,,,,,,,,
31203,31,Private Owner,Pontypool & Blaenavon Railway,,BR Green,,,Steve Organ G.M.,Pontypool & Blaenavon Railway,,1960,227
31205,31,,,,,,,,,,,
31206,31,,"Rushden, Higham & Wellingborough Railway",,Civil Engineer grey & yellow,,,,Rushden Transport Museum,,1960,230
D5631,31,Midland & Great Northern Joint Railway Society,North Norfolk Railway,,BR Green,,,,North Norfolk Railway,,1960,231
31208,31,,,,,,,,,,,
31209,31,,,,,,,,,,,
31210,31,,Dean Forest Railway,,Railfreight Grey with yellow cabs,,,,DFR,,1960,234
31212,31,,,,,,,,,,,
31214,31,,,,,,,,,,,
31215,31,,,,,,,,,,,
31217,31,,,,,,,,,,,
31218,31,,,,,,,,,,,
31219,31,,,,,,,,,,,
31221,31,,,,,,,,,,,
31222,31,,,,,,,,,,,
31223,31,,,,,,,,,,,
31224,31,,,,,,,,,,,
31225,31,,,,,,,,,,,
31226,31,,,,,,,,,,,
31227,31,,,,,,,,,,,
